,sequence,is_true,target,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,training_presentation_letter.started,training_presentation_letter.stopped,training_recall_letter.started,training_recall_key.started,training_recall_question.started,training_recall_answer.started,training_recall_key.keys,training_recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,training_recall_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,recall_letter.started,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,recall_movie.started,participant,session,date,expName,psychopyVersion,frameRate,Unnamed: 94
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.008233199999975,25.008233199999975,f,105.0746868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,1.0,2024-08-29_11h17.55.677,robot_sternberg_sign,2022.2.5,59.976597131794165,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.1383701,130.1383701,space,27.225239500000043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,1.0,2024-08-29_11h17.55.677,robot_sternberg_sign,2022.2.5,59.976597131794165,
2,"['H', 'J', 'K']",True,H,3.0,letter,1.0,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,157.4022173,157.4022173,space,8.039778400000046,173.14287219999997,174.24243629999998,171.13106409999995,173.14287219999997,174.24243629999998,174.24243629999998,174.24243629999998,174.24243629999998,c,0.4811983000000168,174.95715099999998,174.95715099999998,174.95715099999998,174.95715099999998,174.95715099999998,174.95715099999998,174.95715099999998,174.95715099999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,1.0,2024-08-29_11h17.55.677,robot_sternberg_sign,2022.2.5,59.976597131794165,
3,"['Z', 'M', 'J']",False,N,3.0,letter,1.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,174.95715099999998,174.95715099999998,,,182.6570534,183.7329838,180.6374339,182.6570534,183.7329838,183.7329838,183.7329838,183.7329838,n,0.3498357999999939,184.1625804,184.1625804,184.1625804,184.1625804,184.1625804,184.1625804,184.1625804,184.1625804,,,,174.95715099999998,174.95715099999998,,,,,,,,,,,,,,,,,,,,,,,,,23.0,1.0,2024-08-29_11h17.55.677,robot_sternberg_sign,2022.2.5,59.976597131794165,
4,"['S', 'N', 'T']",True,N,3.0,letter,1.0,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,184.1625804,184.1625804,,,191.668488,185.2371533,189.6424111,191.668488,192.7515181,192.7515181,192.7515181,192.7515181,n,0.4605975000000626,193.4433291,204.8404159,193.4433291,204.8404159,193.4433291,204.8404159,193.4433291,204.8404159,25.524691358024683,8.761891300000002,space,184.1625804,184.1625804,11.335527000000011,,,,,,,,,,,,,,,,,,,,,,,,23.0,1.0,2024-08-29_11h17.55.677,robot_sternberg_sign,2022.2.5,59.976597131794165,
5,"['D', 'Q', 'B', 'H']",True,Q,4.0,letter,1.0,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,4.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,204.8404159,204.8404159,space,3.362146999999993,218.2372991,209.3060455,216.0248833,218.2372991,219.3155169,219.3155169,219.3155169,219.3155169,c,0.7033468999999855,220.148569,220.148569,220.148569,220.148569,220.148569,220.148569,220.148569,220.148569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,1.0,2024-08-29_11h17.55.677,robot_sternberg_sign,2022.2.5,59.976597131794165,
6,"['T', 'H', 'B', 'W']",True,H,4.0,letter,1.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,220.148569,220.148569,,,229.9526826,221.2207261,227.7377958,229.9526826,231.0312262,231.0312262,231.0312262,231.0312262,c,0.4764033000000154,231.6626405,231.6626405,231.6626405,231.6626405,231.6626405,231.6626405,231.6626405,231.6626405,,,,220.148569,220.148569,,,,,,,,,,,,,,,,,,,,,,,,,23.0,1.0,2024-08-29_11h17.55.677,robot_sternberg_sign,2022.2.5,59.976597131794165,
7,"['H', 'G', 'P', 'M']",False,N,4.0,letter,1.0,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,4.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,231.6626405,231.6626405,,,241.4643583,242.5381924,239.4494166,241.4643583,242.5381924,242.5381924,242.5381924,242.5381924,n,0.6246552000000065,243.3909805,249.1504499,243.3909805,249.1504499,243.3909805,249.1504499,243.3909805,249.1504499,26.91358024691357,3.0344491000000176,space,231.6626405,231.6626405,5.707091300000002,,,,,,,,,,,,,,,,,,,,,,,,23.0,1.0,2024-08-29_11h17.55.677,robot_sternberg_sign,2022.2.5,59.976597131794165,
8,"['S', 'V', 'W', 'Z', 'P']",True,V,5.0,letter,1.0,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,4.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,249.1504499,249.1504499,space,1.6036144000000263,262.4634225,263.5361802,260.4416335,262.4634225,263.5361802,263.5361802,263.5361802,263.5361802,c,0.6821683999999948,264.363024,264.363024,264.363024,264.363024,264.363024,264.363024,264.363024,264.363024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,1.0,2024-08-29_11h17.55.677,robot_sternberg_sign,2022.2.5,59.976597131794165,
9,"['S', 'M', 'J', 'X', 'L']",False,G,5.0,letter,1.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,4.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,264.363024,264.363024,,,276.43827220000003,277.5049468,274.219074,276.43827220000003,277.5049468,277.5049468,277.5049468,277.5049468,n,0.5932678000000635,278.3268049,278.3268049,278.3268049,278.3268049,278.3268049,278.3268049,278.3268049,278.3268049,,,,264.363024,264.363024,,,,,,,,,,,,,,,,,,,,,,,,,23.0,1.0,2024-08-29_11h17.55.677,robot_sternberg_sign,2022.2.5,59.976597131794165,
10,"['T', 'S', 'B', 'C', 'N']",True,T,5.0,letter,1.0,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,4.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,278.3268049,278.3268049,,,290.39927279999995,291.4613899,288.190832,290.39927279999995,291.4613899,291.4613899,291.4613899,291.4613899,c,0.5087006000000258,292.1126104,298.4362244,292.1126104,298.4362244,292.1126104,298.4362244,292.1126104,298.4362244,32.932098765432094,5.831892899999957,space,278.3268049,278.3268049,6.24978310000003,,,,,,,,,,,,,,,,,,,,,,,,23.0,1.0,2024-08-29_11h17.55.677,robot_sternberg_sign,2022.2.5,59.976597131794165,
11,"['R_Base_Z_For', 'R_Head_Y_Back', 'R_Torso_X_Back']",False,R_Torso_X_For,3.0,robot,2.0,True,False,"['robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4']",robot_stimuli\R_Torso_X_For.mp4,4.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,298.4362244,298.4362244,space,1.935028500000016,312.5877131,313.6829964,,,,313.6829964,313.6829964,313.6829964,c,1.9437570999999425,317.3362245999999,317.3362245999999,317.3362245999999,317.3362245999999,317.3362245999999,317.3362245999999,317.3362245999999,317.3362245999999,,,,,,,308.9538081999999,313.6829964,,,,,,,,,,,,,,,,,,,,,,23.0,1.0,2024-08-29_11h17.55.677,robot_sternberg_sign,2022.2.5,59.976597131794165,
12,"['R_Torso_Y_For', 'R_Base_Z_Back', 'R_Arm_X_For']",True,R_Torso_Y_For,3.0,robot,2.0,False,False,"['robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\R_Arm_X_For.mp4']",robot_stimuli\R_Torso_Y_For.mp4,4.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,317.3362245999999,317.3362245999999,,,329.4591902,330.5505551,,,,330.5505551,330.5505551,330.5505551,c,2.28424789999994,334.199983,334.199983,334.199983,334.199983,334.199983,334.199983,334.199983,334.199983,,,,317.3362245999999,317.3362245999999,,325.82517069999994,330.5505551,,,,,,,,,,,,,,,,,,,,,,23.0,1.0,2024-08-29_11h17.55.677,robot_sternberg_sign,2022.2.5,59.976597131794165,
13,"['R_Head_Y_For', 'L_Base_X_For', 'L_Head_Y_Back']",True,L_Base_X_For,3.0,robot,2.0,False,True,"['robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4']",robot_stimuli\L_Base_X_For.mp4,4.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,334.199983,334.199983,,,346.3015333,335.2935119,,,,347.3956625999999,347.3956625999999,347.3956625999999,c,2.391564200000033,350.9963598999999,354.83088539999994,350.9963598999999,354.83088539999994,350.9963598999999,354.83088539999994,350.9963598999999,354.83088539999994,18.734567901234566,2.93467899999996,space,334.199983,334.199983,3.765804499999916,342.6671996,347.3956625999999,,,,,,,,,,,,,,,,,,,,,,23.0,1.0,2024-08-29_11h17.55.677,robot_sternberg_sign,2022.2.5,59.976597131794165,
14,"['L_Head_Z_Back', 'L_Head_X_Back', 'L_Head_X_For', 'R_Torso_Y_For']",False,R_Head_Z_Back,4.0,robot,2.0,True,False,"['robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4']",robot_stimuli\R_Head_Z_Back.mp4,4.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,354.83088539999994,354.83088539999994,space,1.6362648999999865,372.3051742,373.4070866999999,,,,373.4070866999999,373.4070866999999,373.4070866999999,n,1.6911726000000442,377.0460094,377.0460094,377.0460094,377.0460094,377.0460094,377.0460094,377.0460094,377.0460094,,,,,,,368.6743723,373.4070866999999,,,,,,,,,,,,,,,,,,,,,,23.0,1.0,2024-08-29_11h17.55.677,robot_sternberg_sign,2022.2.5,59.976597131794165,
15,"['R_Torso_Y_For', 'R_Torso_Y_Back', 'R_Base_X_Back', 'R_Base_Y_For']",True,R_Base_Y_For,4.0,robot,2.0,False,False,"['robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\R_Base_Y_For.mp4']",robot_stimuli\R_Base_Y_For.mp4,4.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,377.0460094,377.0460094,,,392.9603168,394.0621609,,,,394.0621609,394.0621609,394.0621609,c,1.9804969999999853,397.7019603,397.7019603,397.7019603,397.7019603,397.7019603,397.7019603,397.7019603,397.7019603,,,,377.0460094,377.0460094,,389.313501,394.0621609,,,,,,,,,,,,,,,,,,,,,,23.0,1.0,2024-08-29_11h17.55.677,robot_sternberg_sign,2022.2.5,59.976597131794165,
16,"['R_Base_X_For', 'R_Head_X_For', 'L_Base_X_Back', 'L_Base_Y_Back']",True,R_Head_X_For,4.0,robot,2.0,False,True,"['robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4']",robot_stimuli\R_Head_X_For.mp4,4.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,397.7019603,397.7019603,,,413.4550405,414.5457386999999,,,,414.5457386999999,414.5457386999999,414.5457386999999,c,1.632876600000003,418.2074994,424.826387,418.2074994,424.826387,418.2074994,424.826387,418.2074994,424.826387,17.34567901234567,4.552210800000012,space,397.7019603,397.7019603,6.570669299999935,409.8848191999999,414.5457386999999,,,,,,,,,,,,,,,,,,,,,,23.0,1.0,2024-08-29_11h17.55.677,robot_sternberg_sign,2022.2.5,59.976597131794165,
17,"['L_Torso_X_Back', 'R_Base_Y_For', 'L_Base_Z_Back', 'R_Torso_Z_Back', 'L_Arm_Z_For']",True,L_Torso_X_Back,5.0,robot,2.0,True,False,"['robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4']",robot_stimuli\L_Torso_X_Back.mp4,4.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,424.826387,424.826387,space,1.0638105000000166,445.5004772,446.5784997,,,,446.5784997,446.5784997,446.5784997,c,3.2634659999999656,450.2095594,450.2095594,450.2095594,450.2095594,450.2095594,450.2095594,450.2095594,450.2095594,,,,,,,441.8769805,446.5784997,,,,,,,,,,,,,,,,,,,,,,23.0,1.0,2024-08-29_11h17.55.677,robot_sternberg_sign,2022.2.5,59.976597131794165,
18,"['R_Torso_Y_Back', 'L_Base_Y_For', 'R_Head_Z_For', 'R_Base_X_For', 'L_Torso_Y_For']",False,L_Torso_X_Back,5.0,robot,2.0,False,False,"['robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4']",robot_stimuli\L_Torso_X_Back.mp4,4.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,450.2095594,450.2095594,,,469.6669704,470.7436527,,,,470.7436527,470.7436527,470.7436527,c,4.675253100000049,475.442898,475.442898,475.442898,475.442898,475.442898,475.442898,475.442898,475.442898,,,,450.2095594,450.2095594,,466.0339909,470.7436527,,,,,,,,,,,,,,,,,,,,,,23.0,1.0,2024-08-29_11h17.55.677,robot_sternberg_sign,2022.2.5,59.976597131794165,
19,"['R_Base_Z_For', 'R_Head_Y_For', 'R_Base_X_For', 'L_Base_X_Back', 'R_Head_Z_For']",True,R_Base_Z_For,5.0,robot,2.0,False,True,"['robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\R_Head_Z_For.mp4']",robot_stimuli\R_Base_Z_For.mp4,4.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,17.0,,,,,,,,,,,,,,,,,,,,,475.442898,475.442898,,,494.9226232,496.0135776,,,,496.0135776,496.0135776,496.0135776,c,3.5890685999999903,499.6937501,505.5208516,499.6937501,505.5208516,499.6937501,505.5208516,499.6937501,505.5208516,30.46296296296296,5.283295800000019,space,475.442898,475.442898,5.773140099999949,491.2926887,496.0135776,,,,,,,,,,,,,,,,,,,,,,23.0,1.0,2024-08-29_11h17.55.677,robot_sternberg_sign,2022.2.5,59.976597131794165,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.5208516,505.5208516,505.5208516,,,,,,,,,,,,,,,,,,,,,,,,,
6,"['R_Arm_Z_For', 'R_Torso_Y_Back', 'L_Torso_Z_For', 'R_Torso_Z_For']",False,R_Base_Z_For,4.0,robot,1.0,True,False,"['robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4']",robot_stimuli\R_Base_Z_For.mp4,23.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,73.42810729999997,74.5312523,,,,,,,,,78.1786937999999,78.1786937999999,78.1786937999999,78.1786937999999,78.1786937999999,78.1786937999999,78.1786937999999,78.1786937999999,,,,,,,,,,,,,,54.44857329999991,54.44857329999991,space,2.967200600000069,,,,74.5312523,74.5312523,74.5312523,n,2.9636048000000983,,,69.79172599999993,74.5312523,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
7,"['R_Torso_Z_Back', 'R_Torso_X_For', 'R_Arm_X_For', 'R_Base_X_Back']",True,R_Arm_X_For,4.0,robot,1.0,False,False,"['robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\R_Base_X_Back.mp4']",robot_stimuli\R_Arm_X_For.mp4,23.0,,,,,,,,,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,94.1765001,95.2772023,,,,,,,,,98.9121103,98.9121103,98.9121103,98.9121103,98.9121103,98.9121103,98.9121103,98.9121103,,,,,,,,,,,,,,78.1786937999999,78.1786937999999,,,,,,95.2772023,95.2772023,95.2772023,c,2.161369500000092,78.1786937999999,78.1786937999999,90.52964299999996,95.2772023,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
8,"['R_Base_X_For', 'R_Arm_X_For', 'R_Head_Y_Back', 'L_Head_Y_For']",False,L_Arm_X_Back,4.0,robot,1.0,False,False,"['robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\L_Head_Y_For.mp4']",robot_stimuli\L_Arm_X_Back.mp4,23.0,,,,,,,,,,,,,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,114.77160479999998,115.87898889999995,,,,,,,,,119.5140866999999,119.5140866999999,119.5140866999999,119.5140866999999,119.5140866999999,119.5140866999999,119.5140866999999,119.5140866999999,,,,,,,,,,,,,,98.9121103,98.9121103,,,,,,115.87898889999995,115.87898889999995,115.87898889999995,n,1.455872500000055,98.9121103,98.9121103,111.14522799999996,115.87898889999995,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
9,"['R_Arm_Z_For', 'R_Arm_Y_For', 'R_Head_Z_For', 'R_Torso_Y_Back']",True,R_Arm_Y_For,4.0,robot,1.0,False,False,"['robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4']",robot_stimuli\R_Arm_Y_For.mp4,23.0,,,,,,,,,,,,,0.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,135.3560197999999,136.44597149999993,,,,,,,,,140.06838260000006,140.06838260000006,140.06838260000006,140.06838260000006,140.06838260000006,140.06838260000006,140.06838260000006,140.06838260000006,,,,,,,,,,,,,,119.5140866999999,119.5140866999999,,,,,,136.44597149999993,136.44597149999993,136.44597149999993,c,3.5768666000001303,119.5140866999999,119.5140866999999,131.71439069999985,136.44597149999993,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
10,"['L_Head_X_For', 'L_Head_Z_For', 'R_Base_X_Back', 'R_Torso_Z_For']",True,R_Base_X_Back,4.0,robot,1.0,False,False,"['robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4']",robot_stimuli\R_Base_X_Back.mp4,23.0,,,,,,,,,,,,,0.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,155.92829870000003,157.0289136,,,,,,,,,160.6680596,160.6680596,160.6680596,160.6680596,160.6680596,160.6680596,160.6680596,160.6680596,,,,,,,,,,,,,,140.06838260000006,140.06838260000006,,,,,,157.0289136,157.0289136,157.0289136,c,2.185181100000136,140.06838260000006,140.06838260000006,152.28311040000006,157.0289136,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
11,"['R_Base_X_Back', 'R_Head_Y_Back', 'L_Torso_X_Back', 'L_Base_X_For']",False,L_Head_X_For,4.0,robot,1.0,False,False,"['robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\L_Base_X_For.mp4']",robot_stimuli\L_Head_X_For.mp4,23.0,,,,,,,,,,,,,0.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,176.50864880000006,177.5956812999999,,,,,,,,,181.15885449999985,181.15885449999985,181.15885449999985,181.15885449999985,181.15885449999985,181.15885449999985,181.15885449999985,181.15885449999985,,,,,,,,,,,,,,160.6680596,160.6680596,,,,,,177.5956812999999,177.5956812999999,177.5956812999999,n,2.755385800000113,160.6680596,160.6680596,172.9452121999999,177.5956812999999,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
12,"['L_Torso_X_For', 'R_Torso_Z_For', 'L_Head_Y_Back', 'R_Head_Z_For']",False,R_Arm_X_Back,4.0,robot,1.0,False,False,"['robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\R_Head_Z_For.mp4']",robot_stimuli\R_Arm_X_Back.mp4,23.0,,,,,,,,,,,,,0.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,197.0572228,198.1505254,,,,,,,,,201.79958069999984,201.79958069999984,201.79958069999984,201.79958069999984,201.79958069999984,201.79958069999984,201.79958069999984,201.79958069999984,,,,,,,,,,,,,,181.15885449999985,181.15885449999985,,,,,,198.1505254,198.1505254,198.1505254,n,1.37695900000017,181.15885449999985,181.15885449999985,193.4254070000001,198.1505254,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
13,"['L_Head_Y_Back', 'R_Torso_X_For', 'R_Base_Z_For', 'R_Head_Z_For']",True,R_Torso_X_For,4.0,robot,1.0,False,False,"['robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\R_Head_Z_For.mp4']",robot_stimuli\R_Torso_X_For.mp4,23.0,,,,,,,,,,,,,0.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,217.6910772,218.77834649999988,,,,,,,,,222.41769749999992,222.41769749999992,222.41769749999992,222.41769749999992,222.41769749999992,222.41769749999992,222.41769749999992,222.41769749999992,,,,,,,,,,,,,,201.79958069999984,201.79958069999984,,,,,,218.77834649999988,218.77834649999988,218.77834649999988,n,3.484950900000058,201.79958069999984,201.79958069999984,214.04789049999988,218.77834649999988,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
14,"['R_Head_Z_For', 'L_Torso_X_For', 'R_Base_Y_Back', 'L_Arm_X_For']",True,L_Arm_X_For,4.0,robot,1.0,False,False,"['robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\L_Arm_X_For.mp4']",robot_stimuli\L_Arm_X_For.mp4,23.0,,,,,,,,,,,,,0.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,238.2872497,223.49250010000003,,,,,,,,,243.01752509999997,243.01752509999997,243.01752509999997,243.01752509999997,243.01752509999997,243.01752509999997,243.01752509999997,243.01752509999997,,,,,,,,,,,,,,222.41769749999992,222.41769749999992,,,,,,239.37876389999985,239.37876389999985,239.37876389999985,c,1.9477982000000795,222.41769749999992,222.41769749999992,234.6549686,239.37876389999985,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
